clean_text,sentiment
diuntungkan banyak anak sekolah guru pegawai sppg pemilik sppg saudara terkena bencana alam aceh sumut sumbar langsung mbg tanpa buat banyak dapur umum tidak kebijakan sempurna perlu evaluasi terusmenerus perbaikan kedepan,positive
dana mbg dana blt apabila dibuat bltbln jt keluarga penerima manfaat sebesar jtbln keluarga indonesia menerima persamaan blt mbg sama program tidak produktif jalan sukses pemilu perbedaan blt membuat rakyat bahagia kalau mbg membuat elit partaiormas dlm baju yayasan bahagia pilih mana,positive
mbg membuat negara tekor mematikan banyak usaha kecil,neutral
hapuskan program,neutral
program mbg sorot jangan kota besar semua pihak mengawasi kota kecil pedesaan pelosok kira masuk standarisasi apa belum,neutral
kan pak wowo bilang indonesia hancur tahun merupakan perwujudan ambisi siapa dulu pilih wowo hayo like komentarq jelas aq dulu pilih pak mahfudz md,neutral
program menginjak saudara sendiri,neutral
elit politik saudara,neutral
yaandaakktauukok tanya,neutral
sekolah anakku smp belum dapatsmk baru hariapanya setahun,neutral
jangan pilih prabowo,neutral
demolahh,neutral
loepilih prabowo gakmau tanya,neutral
hmmmada positif negatif jugaseperti membangun jln toljln pantura bnyk resto warung pd tutupharus dikaji ulangkalau mbg lebih banyak merugikan pedagang kecilapalagi anggaran bertrilyuntrilyun uang rakyat dipakeemang uang pribadi pak wowopejabat,neutral
setahun berjalan mbg tidak pernah mampir sekolah anakku tidak berharap sihh cuma takutnya masuk data setoran,neutral
level kabubaten lingkaran kepala daerah bahkan minyak jelanta wajib dijual,neutral
diuntungkan koruptor beserta antek penjilats,neutral
sy pedagang kantin sekolah berdampak duluny jualan nasi jajanan sekarang cma jualan es itupun gurunya nglarang jajan es jualan sekolah skrng susah,neutral
megang anggota parte angry bird semua tumben parte tidak protes,neutral
untungkan punya dapur mbg,neutral
adanya mbg anak jadi makan siang sekolah tapi negatifnya bahan pangan jadi melonjak semua sayur aja naik kali lipat pengeluaran jdi nambah,neutral
rugikan guru mendapatkan pekerjaan tambahan tidak apaapa,neutral
dr sekian sisi positif anggarannya tetep dr rakyat jadi pertanyaan tujuan utamanya tercapai tidak gizi terpenuhi peningkatan prestasi evaluasi realkarena nilai anggarannya maha fantastis lho,neutral
presenter pandangan sangat lihai berprofesi mistress,neutral
dengerdenger pasar tradisional sepi kalau stok bahan mbg tidak ambil pasar berputar ekonomi kurang luas langsung ambil tengkulak besar berputar atas bawah jadi terdampak negatif si mendukung mbg tapi kalau pasar tradisional jadi sepi kasian,neutral
pejabat bebas korupsidibiarkan,negative
pertumbuhan ekonomi rakyat melemahpetani sengsarapupuk mahalll,neutral
diutungkan pemborong dapur mbgkader kader gerendraborong tempat masak mbg,neutral
diuntung keluarga bupati gubernur kroninya,neutral
stop mbg gara gara beli susu uht susah kosong bahan pokok naik,neutral
diuntungkan jls bekerja didlmnya,neutral
pengalaman seorang guru selama program mbg nambahin kerjaan membagikan menjadi subjek uji coba memastikan siswa mengkonsumsi merapikan menghitung tray mbg semua dilakukan tanpa upah tanpa jatah guru tenaga kependidikan mengganggu waktu belajar menit waktu belajar efektif terbuang adanya mbg mbg datangnya tidak menentu kalau dibagikan waktu istirahat siswa tidak punya waktu bermain pedagang disekitar menjadi korban,neutral
smg lks berhenti,neutral
remuk remuuuuk ekonominya sekarang amburadul nek koruptor ora pateni sing mimpin sapa wae ajur kumur remuk redam remuk bubuk dadi awu alloh paringi sabar kpn negarane maju nek pokrol ora dipateni iso kukut kabeh,neutral
sama bun,neutral
tapi menyatakan sama kebalikannya,neutral
es kamu jual murah menghambat belajarnya anak karna banyak gula perasa sintetik,neutral
waduh ibu sangat berani protes termul marah lapor bosnya,negative
mbg menghabiskan uang pajak rakyat perhari akn membuat hutang mkn besar sdgkan dana tsb lebih bermanfaat unt bea siswa perguruan tingi membuka pabrik unt lapangan kerja subsidi modal umkm nelayan petani,neutral
memang benar mbg lebih banyak merugikan warga tetangga tadinya rame dagang kantin sekolah sekarang jadi sepi mbg paling miris lihat menu mbg anak sekolah sekarang kebanyakan ultra process food upf produk upf kayak susu kemasan roti sekarang jadi langka garagara mbg selamat tinggal sehat halo penyakit,neutral
kacau,neutral
belum koprasi merah putih pedagang pelaku umkm khususnya pedesaan semakin tertindas,neutral
keluarga pejabat buzzer untung,neutral
tetep bangak nganggur umur batas karyawan mbg jangan tutup uangkan aja mening beri lapangan kerja nyata paling mbg cuma orang batasnya rumit daptar karyaan mbg,neutral
program mbg merusak harga pasar tradisional pasokan sedikit jadi terpaksa pedagang menaikan harga sayur ayam telur,neutral
sebaiknya langsung diberikan orangtua anak sekolahitu langsung tahu orangtua makanan diperlukan anaknya,positive
pemerintah tidak pekak bagaimana jualan sekolah sekolah melumpuhkan pedagang sekolah,neutral
pemerintah bebal percuma ngeluh mendukung program aja suka gimana tidak suka bikin anak doang bisanya soal makan pemerintah nanggung,neutral
untung istri pak prabowo punya bisnis impor bahan pangan,neutral
polisi,neutral
bingung bangsa mentalnya pesimis melulu mau sempurna surga bos,neutral
mbg program kue team sukses prabowo indonesia tidak maju program unggulannya memproduksi tinja,positive
beng beng paling kerasa dulu panjang tebel makin lama makin kerempeng isinya harga mahal,neutral
msh banyak siswa belum hingga kini bahkan perangkat desa malah dapet,neutral
pedagang jajanan keliling dikampung sepi dipasar tumpah jg sepi mangkal depan sekolah,neutral
inshaallah hari senin besok desember mbg dibagikan madrasah terletak paling tinggi kota malang yppi jabal nur,neutral
untungkan pejabat koplak koruptor,neutral
demo besar besaran program bukan luar tapi pegawainya sendiri demo besar besaran program habis anggaran habis jelas dirumahkan demopun bakal terjadi diseluruh provinsi meminta hak meminta inilah skema mirip honorer lalu bakal lebih brutal anggaran habis tidak rencana menyangkut pendapatan syukur honorer kemarin dialihkan paruh waktu pegawai mbg rasa bakal rumahkanphk besar besaran program prabowo lengser entah mbg berlanjut tidak kalaupun lanjut habis anggaran awal jabatan teriak efisiensi tau taunya program simpatisan biar periode kalik,neutral
bukan tidak peka tapi tidak peduli,neutral
betul sekali omset turun,neutral
simalakama,neutral
pastinya punya dapur mbg,neutral
umkm ancur pasar sepi harga sembako gara bgn jatah korupsi jamaah ganti presiden jha klu rakyat milih kebodohan luar biasa jngn bayar pajak,negative
bubarkan mbg alihkan uang,neutral
sangat membantu membuka lapangan kerja baru semoga lancar mbg,positive
petani sayur senang mbg semoga lancar mbg,neutral
tidak merugikan rakyat kecil lumayan bantuan gratis membuka lowongan kerja banyak,positive
banyak diuntungkan anak sekolah lapangan kerja baru banyak proyek mbg lanjut mbg,neutral
mbg iya jelas bahan makan diborong pasaran harga jadi mahal,neutral
bekerja mbg banyak ambil pengikut partai tertentu perekrutan pormalitas ujung kerja pejuang partai sangat sayangkan,neutral
aneh emang kalau masak dapur umum bencana alam disebut relawan orang kerja pakai embel embel relawan biar diupah murah miris oknum pejabat main bisnis sangat menjijikan kue hasil pilpres memang manis,neutral
mbg hanyalah menjadi sarana konsolidasi pileg pilpres politisi namun menggunakan uang pajak rakyat,neutral
diuntung anak bangsa indonesia umkm petani rakyat indonesia memiliki anak sekolah,neutral
diborong mbg harga dipasar pedagang kecil naik,neutral
seneng melihat anak makan bersama mbg negara memberi makan anak kan bagus namanya program mbg baru kawal baik jangan negatif pikiran,positive
bener sangat tempat sy mbg harga telur daging ayam naik ibu rt jadi muter otak mbg banyak tidak dimakn menunya kurang diminati membosankan akibatnya banyak sisa jadi pakan ternak,neutral
paling untungkan dri adanya proyek mbg vendor pemilik dapur mbg siapa lgikeuntungan dpt sampe puluhan juta perharikarna satu vendor megang puluhan dapur mbgdan vendor pilih jelas bukan orang sembaranganharus orang punya power politik pemerintahan tentunya,neutral
hidup jo kawe hidup mbah wowo apa kbr fupupepe diungkap kasusnya berani,neutral
betul kepentingan sebelah pihak jadi ladang korup terbaru,neutral
semua jg untungkan nyinyir nonton,neutral
hidup vegan,neutral
iya benerdgn dana ribu perhari sebenernya makan satu porsi nasi padang haridan menu sajikan ompreng mbg kayanya kurang dri ribu dehsolnya menunya biasa ajamalah jauh dri kata bergizimenu enaknya paling pas awalnya aja kalau lgi sidak ajapantesan vendornya dpt untung sampe puluhan juta perharimenu seadanya gaji relawan sesukanya jelas cuan gede sangat,neutral
proyek mbg cuma menambah kesejahteraan kekayaan vendornya jdi vendor mbg jelas bukan orang sembarangan orang punya power politik pemerintahanrezim jelas rezim kue kental kkn tidak jauh beda kemarinjdi mau ngarepin apa rezim sila pancasila lama mati sejak indo pimpin sama jokowi sekarang lanjutkan sama muridnya sejahtera cuma rakyat bansospara aparatpara pengusaha pejabat kkn,neutral
team sucses aj kenyangorang buta jg tau,neutral
bandarnya,neutral
ky gini mah termasuk hukum dagang trik dagang kalau orang biasa berdagang paham jdi perlu bahas,neutral
juta lapangan pekerjaan maksud mas gibran lewat program mbg,neutral
mbg wadah korupsi legalkan,negative
mau ikut mengeluh ttg mbg hampir hari makanan mbg disekolah anakku tidak kemakan sering bawa pulang sampe rumah dibuang rasanya asem berlendir rasanya tidak enak mngkn kirang bumbu bumbuinnya disekolah dilarang mengeluh diperingatkan kalau tidak kemakan dikumpulkan didepan dikasih tempat khusus mau dikasih magot diternak disekolah sayang sangat kan makanan kebuang uang dipakai belanja tidak manfaat anak jadi sebenarnya siapa diuntungkan disini tujuannya anak sekolah gizi baik tapi kenyataannya hentikan mbg alihkan aja tabungan siswa uang saku keluarga siswa bisrbisa dibelanjakan sendiri apalah lebih bermanfaat mubazir pakmubazirdosa lho negara mayoritas muslim masa tau kalau mubazir dosa maaf emosional,positive
wuihbubar mbglahan korupsi pekerja lw plgbawain bahan mbgsayueikandahlah dpt gajiuang belanjapun tk keluarkorupsi bahan makanan,negative
membuat program skala besar menggaji relawan mbg layak tapi gaji guru ditekan sedemikian rupa padahal sedikit dana dialihkan buat kesejahteraan guru guru jadi beli buku menambah ilmunya jadi sadarkan pendidikan mmg bukan mencerdaskan anak bangsa,neutral
sangat terbantu program mbg anak makan makanan bergizi buahan,positive
program sbenernya bagus serius cuma praktik lapangannya kotor banyak nepotisme anak penyelenggara negara kemarin ngelola dapur mbg kurang ajar emang,positive
apa yand diambil rakyat kembalikan rakyat its mbg program baik,positive
diuntungkan yayasan pengelola dapur mbg bulan keuntungan ratusan juta rupiah pedagang kantin sekolahan sepi bahkan gulung tikar harga kbutuhan pokok dn sayuran melambung tinggi rakyat kcil sangat mnderita tidak mampu membeli smentara mbg bnyak mubazir anak skolah banyak tidak doyan dn akhirnya dibuang dn mengotori lingkungan skolahan,neutral
inilah disebut berita benar berita turun langsung lapangan pedagang pasar sejak program mbg berjalan pasar tradisional terasa semakin sepi lesu bukan pasar terdampak pedagang sayur keliling ikut merasakan sama sebelumnya ibu rutin berbelanja memasak bekal anakanaknya sekarang kebiasaan perlahan hilang anakanak difasilitasi makanan program mbg akibatnya dapur rumah tangga ikut berhenti berbelanja roda ekonomi kecil melambat masalahnya dapur sppg tidak mengambil barang pasar tradisional langsung mengambil petani peternak tengkulak pasar terputus rantai distribusi utama bukan pasar tidak mampu menyediakan sengaja dilewati lebih mudah dipahami bayangkan sebuah pasar tradisional memiliki konsumen konsumen terdiri bapak ibu anak sekolah anakanak tersebut difasilitasi negara konsumsi rumah tangga otomatis berkurang jumlah konsumen pasar menyusut drastisdari menjadi inilah penyebab utama pasar menjadi sepi lesu padahal denyut ekonomi negara paling jujur terlihat pasar tradisional pasar sepi lesu pertanda ekonomi rakyat sedang tidak baikbaik angka statistik dirapikan kondisi pasar tidak dibohongi menjadi persoalan serius dampak tidak dikaji diteliti matang pemerintah sejak awal tidak analisis menyeluruh efek lanjutan pedagang kecil distribusi pasar stabilitas harga akibatnya kebijakan membantu justru menambah beban rakyat pasar sepi ekonomi makin sulit harga barang justru naik distribusi terganggu pasokan menjadi tidak seimbang bukan sekadar dampak sampingan konsekuensi kebijakan tidak berpijak realitas lapangan pemerintah melihat kondisi ekonomi sebenarnya cukup datang pasar tradisional sanalah rakyat berbicara tanpa statistik tanpa narasi pencitraanjujur apa adanya,positive
paham betul akalakalan pemilik sppg pesan tempe biji harga asli pedagang rupiah tapi pedagangnya dipesan begini nota tulis pak wadduuh satu biji tempe langsung naik pangkat tinggal dikalikan bij hasilnya rupiahdari tempe baru tempe belum telur belum beras belum sayur belum lauk lainnya kalau satu item kecil segitu dibayangkan seluruh belanja harian sehari berapa puluh juta menguap jadi keuntungan katanya program rakyat katanya gizi katanya masa depan tapi balik nota dimanipulasi justru perut paling kenyang bukan perut anakanakmelainkan perut pengelola lihai bermain angka,neutral
bahas upahnya dong kakump jakarta aja harikerja sama jammasuk malam tetap rbgak lemburan upah umrditambah masuk jadi relawan susah bgtorang orang bawaan semua,neutral
emang mbg dijlnkan semua perasaan sekolah anak sekarang belum pernah padahal sekolah negeri,neutral
kabarnya mbg menyasar kampung balita tidakbelum sekolah lansia kue mbg tambah besar porsi baginya,neutral
program dipaksakan,neutral
bahas korupsi mbg apa karna belum ketemu,negative
baru masuk jadi relawan sppg mbg daerah emang bener nuansa politisnya terasa sangat nepotisme terang teranganserta kebohongan mulai relawan mbg terpilih bekerja ikut membersihkan bekas proyek pembangunan dapur mbg gotong royong harian tanpa uang makan,negative
pak presiden terlalu naifingin mempraktekan budaya sekolah jepang konohadri luas wilayah jumlah penduduknya aja jelas tidak seimbangdan perbedaan paling menonjol sdm pejabatnyaklo pejabat jepang disiplin jujur berintegritassedang pejabat konoha males tukang tip pengen cepet kaya pakai cara instan alias kkn jauh sangat bedanya,neutral
daerah mana,neutral
setujuu mbg emang ngerusak pasarr lapangan kerja tumbuhh hancur istilahnya cuma ganti pemain aja dulu pasar bebas sekarang jadi orang seragam coklat ijo parpol ormas,positive
tidak nyentuh aku keluargaku,neutral
salam nkriprogram mbg harrus terus evaluasi intervensi bgn kebiasaan baru beradaptasi baik antar sektor kepentingan program mbg lahir kebijakan politik wajar banyak kritik terus berbenah semoga pelajar ibu hamil menyusui selaku penerima manfaat langsung terus terlayani lebih baik waktu waktuamin,positive
mbg makan beracun gratis uang hasil korupsi selama tahun tidak terdeteksi terstruktur sistematik masif malah dikembalikan rakyat bentuk mbg,negative
sy pedang merasakan dampak buruk dr adanya mbg harga beberapa barang menjadi sangat mahal susah beberapa sales dr distributor barang mengatakan stock barang borong mbgterutama susu uht roti jenis marie tidak ceritanya dapur belanja toko retail retail grosir besae macam indogrosirlotte grosir isinya mobil mbg semua katanya memberdayakan umkm pretttttttt,negative
mbg program dipaksakan blumtentu tepat sasaran anak orang kaya ikut menikmatibahkan anak tidak merasa bersyukur sebagian,neutral
stop mbghanya meng hambur kan apbn sampe mengifisiensikan anggaran tidak mendidik anak menggantungkan pemberian tidak kail berkreatif sendiri,neutral
program mbg tidak penting tidak berpengaruhhanya proyek aku baca yotube anak anggota dpr klu tidak salah hari meraup keuntungan jt keuntungan perporsi rb rupiah betul serakah tidak malu memanfaatkan cari untung,neutral
paling diuntungkan tentunya punya modal dn mendirikan dapur sppg mbg,neutral
grgr mbg air pdam perumahan malah mampet pagi hari,neutral
betul mbg ngak ngaruh ekonomi rakyat kecil apa sebenarnya,neutral
tidak adil semua murid menerima tak pandang bulu baik wali murid kaya miskin,positive
korupsi indonesia mungkin baru dihentikan tahun kalau mau korupsi janganlah dilakukan makanan zaman sulit orang terkena phk jualan makanan usaha kecilan menyambung hidup teman terkena phk mengeluh open po makanan siap saji sulit menentukan harga jual semua bahan baku naik telur naik sayuran naik ayam naik bertanya pedagang pasar naik semua pedagang mengatakan penjual level pasar induk lebih suka menjual pelaksana mbg sisanya baru dijual masyarakat sisa berarti sedikit sedikit harga naik permintaan masyarakat bahan makanan tetap sama semua orang butuh makan stok sayur pasar induk sedikit sesuai hukum ekonomi kalau permintaan tetap tapi stok sedikit harga naik jadi kalau memang pemerintah mau menjalankan mbg mendorong hulu dulu sektor pertanian peternakan cukup memenuhi kebutuhan mbg tanpa menggangu supply masyarakat umum harga bahan baku tidak naik kalau pemerintah tutup mata membiarkan bahan baku tetap naik sebagian besar diserap pelaksanaan mbg tutup mata ketersediaan bahan baku makanan terjangkau pasar masyarakat umum hatihati urusan perut tidak menunggu kebijakan manusia tidak kenyang retorikaretorika politik menyangkal harga bahan baku spt sayuran telur ayam tidak naik selama hampir setahun terakhir berarti kemungkinan berada lingkaran mbg pemilikkaryawan sppg tidak pernah pasar tradisional teratur bahkan tidak pernah sama sekali,negative
video benarnya sejahtera malah orang punya duit jadi punya modal nambah cuan pedagang kecil kelimpungan kebingungan jangan begini sekolah kan kantinnya jadi tinggal dibuat besar sama pemerintah diberdayakan sekolah tersebut pekerjanya orang kecil orang bantuan langsung tunai jangan buat dapur mbg besar buat sekolah gt kalau gk menolong rakyat kecil tapi malah membinasakannya pelan,positive
ngg usah lanjutkan sarang koruptor,neutral
wajah gratisan ind republik mafia thanks mbg ibu ibu umkm menganggur selama setahun,neutral
lahan basah korupsi,negative
program mbg maju perutnya pejabat mbg,neutral
diuntungan iya jelas tarik keuntungan jelas punya modal awal mbg,neutral
kalau makan beracun gratis makan aja kecubunggadungjamur amonia abangku,neutral
astaghfirullah halazhim inalillahi wa innailaihi rojiun bertaubatlah kau nak,neutral
mbg menguntungkan segelintir orang ajamenghamburkan uang negara hapus program ganti kasih bahan mentah ajaseperti beras telor murid,neutral
untung proyek kalau buat penerima sejauh mudharatnya jelas kelihatan hehee,neutral
pedagang kecil menjerit diuntungkan pejabat terkait suka korup boneka penjilat institusi dulu tempat bernaung,neutral
bhy setmen mencerdaskan generasi tanpa pemebtukan karatwr cerdas fokus pd materi mk hrs imbangi pend bwrkepribadiaan bermoral,neutral
semua orang tau sistem hasil penting proyek cuan,neutral
relawan sebutannya relawan mah kaga dibayar orang dibayar namanya buruh mbak bukan relawan gimana,neutral
namanya budged blum sampe dapur mbg sisa sekian ribu mau tak mau cari pemasok besar kasi harga murah quantity banyak pedagang kecil dipasar dirugikan anak siswa makan mbg tidak tambah sehat pintar menu seadanya jelas program tidak tepat sasaran dipaksakan penuhi janji program contek an negara maju tidak diperhitungkan pelaksanaannya butuh dana sgt besar sistemnya bagus apa namanya stupiditykecuali negara minim korupsi mungkin program begini sangat bagus system bagus dibuatkan dana terbatas programnya timbul byk masalah tidak menaikkan kepintaran nilai gizi siswa,neutral
dpt limbahnya aja disaat bangun tidak tau apa fungsi amdal,neutral
diuntungkan pemodal besar katering kecil makin sulit menyesuaikan harga,neutral
orang baru sppg kurleb sprti apa jobdesk aslab,neutral
