clean_text,sentiment
menurut saya mbg membantu anak sekolah mendapatkan makanan bergizi,positive
menurut saya manfaat program mulai terasa,positive
buat saya pelaksanaan program berjalan cukup baik semoga makin baik,positive
yang jadi masalah anggaran program memunculkan pertanyaan sih,negative
sejauh yang saya tahu pelaksanaan program masih dievaluasi di beberapa wilayah,neutral
sejauh ini program ini membantu pemenuhan gizi siswa mantap sih wkwk,positive
jujur kebijakan ini cukup bermanfaat bagi keluarga semoga berlanjut nih,positive
buat saya anak anak terlihat lebih semangat belajar wkwk,positive
jujur saja masih ada kendala distribusi smoga diperbaiki,negative
sejauh ini anak anak terlihat lebih semangat belajar,positive
buat saya manfaat program mulai terasa,positive
sejauh ini mbg membantu anak sekolah mendapatkan makanan bergizi untuk masa depan anak ya,positive
informasinya program mbg masih berjalan bertahap untuk saat ini,neutral
kalau dilihat manfaat program mulai terasa,positive
jujur saja implementasi di lapangan masih kurang maksimal ya,negative
yang jadi masalah pengawasan program perlu ditingkatkan perlu evaluasi sih,negative
buat saya program ini meringankan beban orang tua untuk masa depan anak,positive
yang jadi masalah anggaran program memunculkan pertanyaan,negative
dari berita program mbg masih berjalan bertahap secara umum,neutral
kalau tidak salah program mbg masih berjalan bertahap hingga sekarang,neutral
setahu saya pelaksanaan mbg berbeda di tiap daerah secara umum,neutral
jujur langkah ini layak diapresiasi,positive
menurut saya langkah ini layak diapresiasi mantap sih,positive
sejauh ini mbg membantu anak sekolah mendapatkan makanan bergizi buat masyarakat kecil,positive
saya lihat banyak pihak memantau perkembangan mbg untuk saat ini,neutral
jujur langkah ini layak diapresiasi,positive
jujur saja masih ada laporan masalah teknis perlu evaluasi,negative
di daerah saya langkah ini layak diapresiasi,positive
kalau dilihat anak anak terlihat lebih semangat belajar,positive
yang jadi masalah implementasi di lapangan masih kurang maksimal perlu evaluasi,negative
jujur manfaat program mulai terasa semoga berlanjut nih,positive
buat saya mbg membantu anak sekolah mendapatkan makanan bergizi semoga makin baik,positive
jujur saja pelaksanaan mbg belum merata,negative
yang saya lihat langkah ini layak diapresiasi smoga makin baik,positive
beberapa warga mengeluhkan masih ada kendala distribusi perlu evaluasi,negative
setelah program berjalan manfaat program mulai terasa semoga berlanjut,positive
yang jadi masalah pelaksanaan mbg belum merata,negative
menurut saya program ini meringankan beban orang tua buat masyarakat kecil,positive
kalau tidak salah pelaksanaan program masih dievaluasi untuk saat ini,neutral
saya lihat pelaksanaan program masih dievaluasi di beberapa wilayah,neutral
yang jadi masalah pengawasan program perlu ditingkatkan,negative
saya lihat pelaksanaan program masih dievaluasi ya,neutral
yang saya lihat pelaksanaan program berjalan cukup baik,positive
kalau tidak salah program mbg masih berjalan bertahap untuk saat ini,neutral
saya lihat progam ini melibatkan sekolah dan pemerintah untuk saat ini,neutral
jujur langkah ini layak diapresiasi,positive
menurut saya pelaksanaan program berjalan cukup baik,positive
saya lihat program mbg masih berjalan bertahap hingga sekarang,neutral
informasinya program mbg masih berjalan bertahap di beberapa wilayah,neutral
jujur langkah ini layak diapresiasi untuk masa depan anak,positive
dari berita topik mbg sering dibahas di media untuk saat ini,neutral
kalau dilihat manfaat program mulai terasa mantap sih,positive
kalau tidak salah banyak pihak memantau perkembangan mbg di beberapa wilayah,neutral
sejauh yang saya tahu banyak pihak memantau perkembangan mbg,neutral
yang saya lihat pelaksanaan program berjalan cukup baik buat masyarakat kecil,positive
menurut saya pelaksanaan mbg belum merata perlu evaluasi,negative
buat saya pelaksanaan program berjalan cukup baik buat masyarakat kecil,positive
kalau tidak salah pelaksanaan mbg berbeda di tiap daerah di beberapa wilayah,neutral
beberapa warga mengeluhkan masih ada kendala distribusi,negative
jujur mbg membantu anak sekolah mendapatkan makanan bergizi,positive
menurut saya program ini membantu pemenuhan gizi siswa,positive
menurut saya pelaksanaan program berjalan cukup baik smoga makin baik,positive
yang saya baca program ini melibatkan sekolah dan pemerintah untuk saat ini,neutral
kalau tidak salah banyak pihak memantau perkembangan mbg,neutral
sejauh yang saya tahu pelaksanaan program masih dievaluasi secara umum,neutral
beberapa warga mengeluhkan masih ada laporan masalah teknis perlu evaluasi,negative
yang saya baca pelaksanaan mbg berbeda di tiap daerah untuk saat ini,neutral
saya lihat topik mbg sering dibahas di media,neutral
kalau tidak salah banyak pihak memantau perkembangan mbg hingga sekarang,neutral
menurut saya implementasi di lapangan masih kurang maksimal,negative
yang jadi masalah pelaksanaan mbg belum merata ke depannya nih,negative
yang jadi masalah masih ada laporan masalah teknis,negative
kalau dilihat program ini membantu pemenuhan gizi siswa,positive
sejauh yang saya tahu banyak pihak memantau perkembangan mbg ya,neutral
setelah program berjalan manfaat program mulai terasa semoga makin baik,positive
kalau tidak salah masyarakat masih mengikuti perkembangan program untuk saat ini ya,neutral
informasinya masyarakat masih mengikuti perkembangan program untuk saat ini sih,neutral
sejauh yang saya tahu program mbg masih berjalan bertahap,neutral
buat saya manfaat program mulai terasa semoga berlanjut nih,positive
buat saya program ini meringankan beban orang tua,positive
menurut saya manfaat program mulai terasa,positive
jujur program ini meringankan beban orang tua mantap sih,positive
di daerah saya kebijakan ini cukup bermanfaat bagi keluarga,positive
menurut saya masih ada laporan masalah teknis,negative
kalau tidak salah program mbg masih berjalan bertahap secara umum,neutral
menurut saya masih ada kendala distribusi perlu evaluasi,negative
yang saya lihat manfaat program mulai terasa semoga berlanjut,positive
yang saya lihat program ini meringankan beban orang tua semoga makin baik,positive
sejauh ini mbg membantu anak sekolah mendapatkan makanan bergizi,positive
jujur saja pengawasan program perlu ditingkatkan,negative
kalau dilihat kebijakan ini cukup bermanfaat bagi keluarga mantap sih,positive
saya masih melihat pengawasan program perlu ditingkatkan nih,negative
kalau dilihat manfaat program mulai terasa semoga berlanjut ya,positive
dari berita masyarakat masih mengikuti perkembangan program,neutral
menurut saya program ini membantu pemenuhan gizi siswa semoga makin baik,positive
saya lihat topik mbg sering dibahas di media hingga sekarang,neutral
informasinya program ini melibatkan sekolah dan pemerintah,neutral
yang saya baca program ini melibatkan sekolah dan pemerintah,neutral
sejauh ini mbg membantu anak sekolah mendapatkan makanan bergizi semoga makin baik,positive
yang saya baca progam ini melibatkan sekolah dan pemerintah,neutral
menurut saya manfaat program mulai terasa semoga makin baik,positive
kalau tidak salah pelaksanaan progam masih dievaluasi di beberapa wilayah,neutral
setelah program berjalan kebijakan ini cukup bermanfaat bagi keluarga untuk masa depan anak,positive
di daerah saya manfaat program mulai terasa,positive
menurut saya masih ada laporan masalah teknis ke depannya ya,negative
menurut saya langkah ini layak diapresiasi buat masyarakat kecil,positive
dari berita topik mbg sering dibahas di media secara umum,neutral
saya lihat program mbg masih berjalan bertahap,neutral
dari berita topik mbg sering dibahas di media,neutral
beberapa warga mengeluhkan pengawasan program perlu ditingkatkan,negative
yang saya baca pelaksanaan mbg berbeda di tiap daerah hingga sekarang,neutral
kalau tidak salah program ini melibatkan sekolah dan pemerintah,neutral
di daerah saya kebijakan ini cukup bermanfaat bagi keluarga semoga makin baik,positive
buat saya program ini meringankan beban orang tua mantap sih,positive
setahu saya program ini melibatkan sekolah dan pemerintah di beberapa wilayah,neutral
buat saya pelaksanaan program berjalan cukup baik,positive
setelah program berjalan manfaat program mulai terasa ya,positive
menurut saya manfaat program mulai terasa,positive
informasinya masyarakat masih mengikuti perkembangan program secara umum,neutral
yang jadi masalah pengawasan program perlu ditingkatkan,negative
setelah program berjalan pelaksanaan program berjalan cukup baik semoga berlanjut,positive
menurut saya program ini membantu pemenuhan gizi siswa semoga berlanjut,positive
sejauh yang saya tahu pelaksanaan mbg berbeda di tiap daerah hingga sekarang wkwk,neutral
menurut saya pelaksanaan program berjalan cukup baik untuk masa depan anak,positive
yang saya baca pelaksanaan program masih dievaluasi secara umum ya,neutral
kalau tidak salah pelaksanaan mbg berbeda di tiap daerah secara umum,neutral
informasinya pelaksanaan mbg berbeda di tiap daerah,neutral
saya masih melihat anggaran program memunculkan pertanyaan ke depannya,negative
di daerah saya manfaat program mulai terasa untuk masa depan anak,positive
di daerah saya program ini membantu pemenuhan gizi siswa wkwk,positive
kalau dilihat kebijakan ini cukup bermanfaat bagi keluarga semoga makin baik sih,positive
kalau tidak salah program ini melibatkan sekolah dan pemerintah di beberapa wilayah,neutral
yang saya baca banyak pihak memantau perkembangan mbg,neutral
beberapa warga mengeluhkan masih ada kendala distribusi semoga diperbaiki,negative
dari berita masyarakat masih mengikuti perkembangan progam secara umum nih,neutral
setelah program berjalan manfaat program mulai terasa mantap sih,positive
saya lihat topik mbg sering dibahas di media,neutral
yang jadi masalah masih ada kendala distribusi,negative
dari berita program ini melibatkan sekolah dan pemerintah,neutral
setahu saya program ini melibatkan sekolah dan pemerintah hingga sekarang wkwk,neutral
kalau dilihat mbg membantu anak sekolah mendapatkan makanan bergizi semoga berlanjut wkwk,positive
jujur saja anggaran program memunculkan pertanyaan semoga diperbaiki,negative
saya lihat program ini melibatkan sekolah dan pemerintah,neutral
menurut saya pelaksanaan program berjalan cukup baik,positive
kalau dilihat program ini meringankan beban orgtua semoga makin baik,positive
kalau tidak salah program mbg masih berjalan bertahap,neutral
setelah progam berjalan kebijakan ini cukup bermanfaat bagi keluarga buat masyarakat kecil wkwk,positive
yang saya lihat langkah ini layak diapresiasi,positive
jujur anak anak terlihat lebih semangat belajar mantap sih,positive
kalau tidak salah pelaksanaan program masih dievaluasi secara umum,neutral
saya masih melihat anggaran program memunculkan pertanyaan,negative
saya masih melihat implementasi di lapangan masih kurang maksimal semoga diperbaiki,negative
jujur mbg membantu anak sekolah mendapatkan makanan bergizi,positive
yang saya baca banyak pihak memantau perkembangan mbg hingga sekarang,neutral
di daerah saya manfaat program mulai terasa semoga berlanjut,positive
jujur manfaat program mulai terasa,positive
yang saya baca pelaksanaan mbg berbeda di tiap daerah secara umum,neutral
menurut saya mbg membantu anak sekolah mendapatkan makanan bergizi semoga berlanjut ya,positive
sejauh ini pelaksanaan program berjalan cukup baik mantap sih,positive
yang saya baca pelaksanaan mbg berbeda di tiap daerah,neutral
jujur anak anak terlihat lebih semangat belajar semoga berlanjut,positive
sejauh yang saya tahu banyak pihak memantau perkembangan mbg secara umum,neutral
setelah program berjalan kebijakan ini cukup bermanfaat bagi keluarga,positive
menurut saya langkah ini layak diapresiasi,positive
menurut saya program ini meringankan beban orang tua semoga berlanjut,positive
sejauh ini pelaksanaan program berjalan cukup baik,positive
informasinya program mbg masih berjalan bertahap,neutral
menurut saya anggaran program memunculkan pertanyaan ke depannya sih,negative
jujur saja masih ada laporan masalah teknis ke depannya sih,negative
menurut saya program ini membantu pemenuhan gizi siswa,positive
yang saya baca program ini melibatkan sekolah dan pemerintah di beberapa wilayah,neutral
menurut saya kebijakan ini cukup bermanfaat bagi keluarga semoga berlanjut,positive
yang saya lihat mbg membantu anak sekolah mendapatkan makanan bergizi untuk masa depan anak,positive
di daerah saya kebijakan ini cukup bermanfaat bagi keluarga buat masyarakat kecil,positive
setelah program berjalan program ini meringankan beban orang tua mantap sih,positive
kalau dilihat pelaksanaan program berjalan cukup baik sih,positive
yang saya lihat anak anak terlihat lebih semangat belajar,positive
menurut saya masih ada kendala distribusi ke depannya,negative
yang saya baca pelaksanaan program masih dievaluasi hingga sekarang sih,neutral
buat saya manfaat program mulai terasa mantap sih,positive
kalau dilihat mbg membantu anak sekolah mendapatkan makanan bergizi buat masyarakat kecil,positive
di daerah saya kebijakan ini cukup bermanfaat bagi keluarga mantap sih,positive
buat saya manfaat program mulai terasa,positive
di daerah saya program ini meringankan beban orang tua,positive
setahu saya program ini melibatkan sekolah dan pemerintah untuk saat ini ya,neutral
dari berita topik mbg sering dibahas di media hingga sekarang wkwk,neutral
sejauh ini kebijakan ini cukup bermanfaat bagi keluarga semoga berlanjut,positive
yang saya baca pelaksanaan mbg berbeda di tiap daerah,neutral
setahu saya pelaksanaan program masih dievaluasi,neutral
menurut saya implementasi di lapangan masih kurang maksimal nih,negative
yang saya baca program mbg masih berjalan bertahap,neutral
di daerah saya pelaksanaan program berjalan cukup baik untuk masa depan anak,positive
setelah program berjalan anak anak terlihat lebih semangat belajar buat masyarakat kecil,positive
sejauh yang saya tahu program ini melibatkan sekolah dan pemerintah,neutral
menurut saya mbg membantu anak sekolah mendapatkan makanan bergizi,positive
di daerah saya program ini meringankan beban orang tua,positive
setelah program berjalan program ini membantu pemenuhan gizi siswa,positive
setelah program berjalan anak anak terlihat lebih semangat belajar mantap sih,positive
di daerah saya langkah ini layak diapresiasi mantap sih nih,positive
buat saya kebijakan ini cukup bermanfaat bagi keluarga semoga makin baik,positive
saya lihat masyarakat masih mengikuti perkembangan program di beberapa wilayah,neutral
yang saya lihat kebijakan ini cukup bermanfaat bagi keluarga semoga makin baik,positive
beberapa warga mengeluhkan pelaksanaan mbg belum merata perlu evaluasi,negative
jujur program ini meringankan beban orang tua buat masyarakat kecil wkwk,positive
setelah program berjalan program ini meringankan beban orang tua untuk masa depan anak nih,positive
yang saya lihat mbg membantu anak sekolah mendapatkan makanan bergizi semoga berlanjut,positive
yang saya lihat pelaksanaan program berjalan cukup baik semoga berlanjut,positive
saya masih melihat masih ada kendala distribusi ke depannya wkwk,negative
yang jadi masalah masih ada laporan masalah teknis perlu evaluasi,negative
yang jadi masalah implementasi di lapangan masih kurang maksimal sih,negative
menurut saya pelaksanaan mbg belum merata,negative
setahu saya pelaksanaan program masih dievaluasi hingga sekarang,neutral
di daerah saya program ini meringankan beban orang tua mantap sih,positive
saya masih melihat pelaksanaan mbg belum merata,negative
sejauh ini langkah ini layak diapresiasi,positive
beberapa warga mengeluhkan implementasi di lapangan masih kurang maksimal semoga diperbaiki,negative
kalau dilihat mbg membantu anak sekolah mendapatkan makanan bergizi mantap sih,positive
buat saya kebijakan ini cukup bermanfaat bagi keluarga,positive
jujur saja masih ada laporan masalah teknis,negative
yang saya lihat manfaat program mulai terasa buat masyrakat kecil,positive
yang jadi masalah pengawasan program perlu ditingkatkan ke depannya,negative
jujur manfaat program mulai terasa mantap sih,positive
saya lihat masyarakat masih mengikuti perkembangan program hingga sekarang,neutral
buat saya anak anak terlihat lebih semangat belajar mantap sih,positive
buat saya pelaksanaan progam berjalan cukup baik semoga berlanjut,positive
dari berita pelaksanaan mbg berbeda di tiap daerah di beberapa wilayah,neutral
di daerah saya program ini meringankan beban orang tua,positive
dari berita program mbg masih berjalan bertahap di beberapa wilayah sih,neutral
saya lihat program ini melibatkan sekolah dan pemerintah di beberapa wilayah,neutral
menurut saya masih ada kendala distribusi semoga diperbaiki,negative
saya lihat banyak pihak memantau perkembangan mbg di beberapa wilayah,neutral
setahu saya masyarakat masih mengikuti perkembangan program di beberapa wilayah,neutral
menurut saya langkah ini layak diapresiasi smoga makin baik,positive
yang saya baca banyak pihak memantau perkembangan mbg untuk saat ini,neutral
kalau tidak salah pelaksanaan mbg berbeda di tiap daerah,neutral
jujur saja masih ada kendala distribusi perlu evaluasi,negative
kalau dilihat pelaksanaan program berjalan cukup baik mantap sih,positive
yang saya lihat program ini membantu pemenuhan gizi siswa untuk masa depan anak,positive
di daerah saya manfaat program mulai terasa,positive
yang jadi masalah masih ada kendala distribusi semoga diperbaiki,negative
sejauh ini program ini membantu pemenuhan gizi siswa,positive
informasinya masyarakat masih mengikuti perkembangan program hingga sekarang,neutral
setelah program berjalan mbg membantu anak sekolah mendapatkan makanan bergizi mantap sih,positive
beberapa warga mengeluhkan pengawasan program perlu ditingkatkan,negative
yang saya baca program ini melibatkan sekolah dan pemerintah secara umum nih,neutral
buat saya program ini meringankan beban orang tua buat masyarakat kecil,positive
yang saya baca masyarakat masih mengikuti perkembangan program untuk saat ini,neutral
informasinya topik mbg sering dibahas di media untuk saat ini,neutral
informasinya topik mbg sering dibahas di media hingga sekarang,neutral
sejauh ini langkah ini layak diapresiasi buat masyarakat kecil nih,positive
yang saya baca program mbg masih berjalan bertahap hingga sekarang,neutral
yang saya lihat program ini membantu pemenuhan gizi siswa,positive
sejauh ini kebijakan ini cukup bermanfaat bagi keluarga,positive
setahu saya program mbg masih berjalan bertahap,neutral
setelah progam berjalan mbg membantu anak sekolah mendapatkan makanan bergizi ya,positive
menurut saya pelaksanaan program berjalan cukup baik,positive
setahu saya program mbg masih berjalan bertahap secara umum ya,neutral
di daerah saya program ini membantu pemenuhan gizi siswa,positive
sejauh yang saya tahu pelaksanaan program masih dievaluasi,neutral
saya masih melihat masih ada kendala distribusi perlu evaluasi,negative
informasinya pelaksanaan program masih dievaluasi hingga sekarang,neutral
setahu saya banyak pihak memantau perkembangan mbg hingga sekarang,neutral
jujur program ini membantu pemenuhan gizi siswa,positive
informasinya pelaksanaan mbg berbeda di tiap daerah secara umum,neutral
setahu saya pelaksanaan mbg berbeda di tiap daerah hingga sekarang wkwk,neutral
yang jadi masalah implementasi di lapangan masih kurang maksimal,negative
setahu saya pelaksanaan program masih dievaluasi secara umum ya,neutral
informasinya topik mbg sering dibahas di media,neutral
kalau dilihat pelaksanaan program berjalan cukup baik semoga makin baik,positive
dari berita banyak pihak memantau perkembangan mbg,neutral
yang jadi masalah masih ada kendala distribusi,negative
sejauh ini manfaat program mulai terasa untuk masa depan anak sih,positive
buat saya kebijakan ini cukup bermanfaat bagi keluarga mantap sih nih,positive
menurut saya manfaat program mulai terasa mantap sih,positive
buat saya pelaksanaan program berjalan cukup baik,positive
sejauh ini manfaat program mulai terasa mantap sih ya,positive
menurut saya kebijakan ini cukup bermanfaat bagi keluarga,positive
setahu saya pelaksanaan program masih dievaluasi untuk saat ini,neutral
jujur anak anak terlihat lebih semangat belajar smoga makin baik,positive
saya masih melihat pelaksanaan mbg belum merata,negative
setelah progam berjalan program ini membantu pemenuhan gizi siswa semoga makin baik,positive
setelah program brjalan mbg membantu anak sekolah mendapatkan makanan bergizi untuk masa depan anak,positive
kalau tidak salah topik mbg sering dibahas di media secara umum,neutral
setelah program berjalan program ini membantu pemenuhan gizi siswa,positive
jujur saja masih ada kendala distribusi,negative
setelah program berjalan langkah ini layak diapresiasi,positive
saya lihat program mbg masih berjalan bertahap wkwk,neutral
setahu saya topik mbg sering dibahas di media di beberapa wilayah,neutral
yang saya lihat program ini meringankan beban orang tua mantap sih,positive
sejauh ini mbg membantu anak sekolah mendapatkan makanan bergizi,positive
menurut saya anggaran program memunculkan pertanyaan perlu evaluasi,negative
setelah progam berjalan program ini membantu pemenuhan gizi siswa semoga berlanjut sih,positive
menurut saya program ini meringankan beban orang tua mantap sih,positive
di daerah saya pelaksanaan program berjalan cukup baik ya,positive
menurut saya program ini membantu pemenuhan gizi siswa untuk masa depan anak ya,positive
setelah program brjalan program ini meringankan beban orang tua buat masyarakat kecil,positive
di daerah saya mbg membantu anak sekolah mendapatkan makanan bergizi,positive
sejauh yang saya tahu masyarakat masih mengikuti perkembangan program sih,neutral
kalau dilihat progam ini meringankan beban orang tua,positive
buat saya manfaat progam mulai terasa,positive
jujur saja masih ada laporan masalah teknis,negative
beberapa warga mengeluhkan implementasi di lapangan masih kurang maksimal ke depannya,negative
beberapa warga mengeluhkan masih ada kendala distribusi,negative
kalau dilihat progam ini membantu pemenuhan gizi siswa mantap sih nih,positive
saya lihat program ini melibatkan sekolah dan pemerintah hingga sekarang sih,neutral
setelah program berjalan program ini membantu pemenuhan gizi siswa,positive
yang saya baca topik mbg sering dibahas di media hingga sekarang,neutral
menurut saya pelaksanaan mbg belum merata ke depannya,negative
yang saya lihat program ini meringankan beban orang tua semoga berlanjut,positive
setahu saya banyak pihak memantau perkembangan mbg,neutral
kalau dilihat program ini meringankan beban orang tua buat masyarakat kecil,positive
dari berita masyarakat masih mengikuti perkembangan program hingga sekarang,neutral
sejauh yang saya tahu pelaksanaan program masih dievaluasi,neutral
informasinya banyak pihak memantau perkembangan mbg untuk saat ini,neutral
saya lihat pelaksanaan mbg berbeda di tiap daerah,neutral
kalau dilihat anak anak terlihat lebih semangat belajar semoga berlanjut,positive
di daerah saya langkah ini layak diapresiasi untuk masa depan anak,positive
kalau dilihat langkah ini layak diapresiasi sih,positive
jujur program ini membantu pemenuhan gizi siswa,positive
buat saya langkah ini layak diapresiasi semoga berlanjut,positive
sejauh ini program ini membantu pemenuhan gizi siswa semoga makin baik,positive
jujur langkah ini layak diapresiasi semoga berlanjut,positive
informasinya banyak pihak memantau perkembangan mbg hingga sekarang,neutral
kalau dilihat program ini meringankan beban orang tua mantap sih,positive
saya masih melihat implementasi di lapangan masih kurang maksimal,negative
dari berita pelaksanaan mbg berbeda di tiap daerah hingga sekarang,neutral
dari berita banyak pihak memantau perkembangan mbg di beberapa wilayah,neutral
buat saya program ini membantu pemenuhan gizi siswa semoga berlanjut,positive
kalau dilihat program ini membantu pemenuhan gizi siswa semoga berlanjut,positive
dari berita program ini melibatkan sekolah dan pemerintah untuk saat ini,neutral
informasinya program ini melibatkan sekolah dan pemerintah hingga sekarang,neutral
di daerah saya pelaksanaan program berjalan cukup baik semoga berlanjut ya,positive
kalau tidak salah pelaksanaan mbg berbeda di tiap daerah hingga sekarang,neutral
informasinya program ini melibatkan sekolah dan pemerintah secara umum,neutral
dari berita program mbg masih berjalan bertahap,neutral
yang saya lihat anak anak terlihat lebih semangat belajar mantap sih,positive
dari berita pelaksanaan program masih dievaluasi,neutral
saya masih melihat masih ada laporan masalah teknis perlu evaluasi,negative
beberapa warga mengeluhkan pelaksanaan mbg belum merata semoga diperbaiki,negative
di daerah saya mbg membantu anak sekolah mendapatkan makanan bergizi smoga berlanjut,positive
informasinya masyarakat masih mengikuti perkembangan program,neutral
saya lihat pelaksanaan program masih dievaluasi nih,neutral
setelah program berjalan program ini membantu pemenuhan gizi siswa buat masyarakat kecil wkwk,positive
buat saya program ini meringankan beban orang tua semoga makin baik,positive
menurut saya pelaksanaan mbg belum merata,negative
yang jadi masalah implementasi di lapangan masih kurang maksimal semoga diperbaiki,negative
sejauh ini program ini meringankan beban orang tua mantap sih,positive
menurut saya anggaran program memunculkan pertanyaan,negative
di daerah saya progam ini membantu pemenuhan gizi siswa untuk masa depan anak,positive
beberapa warga mengeluhkan pengawasan program perlu ditingkatkan ke depannya,negative
sejauh yang saya tahu pelaksanaan program masih dievaluasi untuk saat ini,neutral
beberapa warga mengeluhkan implementasi di lapangan masih kurang maksimal perlu evaluasi,negative
setahu saya program ini melibatkan sekolah dan pemerintah secara umum,neutral
saya masih melihat pelaksanaan mbg belum merata ke depannya,negative
buat saya kebijakan ini cukup bermanfaat bagi keluarga buat masyarakat kecil wkwk,positive
sejauh ini anak anak terlihat lebih semangat belajar,positive
sejauh ini kebijakan ini cukup bermanfaat bagi keluarga,positive
menurut saya mbg membantu anak sekolah mendapatkan makanan bergizi smoga makin baik,positive
beberapa warga mengeluhkan anggaran program memunculkan pertanyaan,negative
yang saya lihat program ini membantu pemenuhan gizi siswa,positive
jujur saja anggaran program memunculkan pertanyaan,negative
setelah program berjalan program ini meringankan beban orang tua semoga makin baik,positive
sejauh ini program ini meringankan beban orang tua,positive
dari berita banyak pihak memantau perkembangan mbg hingga sekarang,neutral
menurut saya kebijakan ini cukup bermanfaat bagi keluarga buat masyarakat kecil,positive
yang jadi masalah pengawasan program perlu ditingkatkan semoga diperbaiki nih,negative
yang saya lihat langkah ini layak diapresiasi,positive
sejauh yang saya tahu topik mbg sering dibahas di media untuk saat ini,neutral
informasinya masyarakat masih mengikuti perkembangan program,neutral
kalau dilihat langkah ini layak diapresiasi untuk masa depan anak,positive
kalau dilihat langkah ini layak diapresiasi semoga makin baik,positive
informasinya pelaksanaan mbg berbeda di tiap daerah untuk saat ini,neutral
yang saya lihat kebijakan ini cukup bermanfaat bagi keluarga untuk masa depan anak,positive
sejauh ini pelaksanaan program berjalan cukup baik buat masyarakat kecil,positive
setelah program berjalan kebijakan ini cukup bermanfaat bagi keluarga mantap sih,positive
yang saya lihat program ini membantu pemenuhan gizi siswa semoga makin baik,positive
setahu saya topik mbg sering dibahas di media secara umum,neutral
di daerah saya anak anak terlihat lebih semangat belajar wkwk,positive
kalau dilihat manfaat program mulai terasa,positive
setahu saya pelaksanaan mbg berbeda di tiap daerah,neutral
kalau dilihat program ini membantu pemenuhan gizi siswa,positive
saya lihat masyarakat masih mengikuti perkembangan program,neutral
sejauh ini langkah ini layak diapresiasi mantap sih,positive
kalau dilihat pelaksanaan program berjalan cukup baik semoga berlanjut,positive
sejauh yang saya tahu pelaksanaan mbg berbeda di tiap daerah di beberapa wilayah,neutral
sejauh yang saya tahu topik mbg sering dibahas di media hingga sekarang,neutral
informasinya pelaksanaan program masih dievaluasi secara umum wkwk,neutral
kalau tidak salah masyarakat masih mengikuti perkembangan program secara umum,neutral
menurut saya anak anak terlihat lebih semangat belajar,positive
jujur program ini membantu pemenuhan gizi siswa buat masyarakat kecil sih,positive
sejauh yang saya tahu masyarakat masih mengikuti perkembangan program untuk saat ini,neutral
yang jadi masalah masih ada kendala distribusi ke depannya,negative
jujur mbg membantu anak sekolah mendapatkan makanan bergizi semoga makin baik,positive
menurut saya implementasi di lapangan masih kurang maksimal perlu evaluasi,negative
setelah progam berjalan program ini meringankan beban orang tua,positive
yang saya baca banyak pihak memantau perkembangan mbg di beberapa wilayah,neutral
jujur saja implementasi di lapangan masih kurang maksimal perlu evaluasi,negative
jujur manfaat progam mulai terasa,positive
setelah program berjalan manfaat program mulai terasa,positive
kalau tidak salah masyarakat masih mengikuti perkembangan program di beberapa wilayah,neutral
jujur saja masih ada laporan masalah teknis semoga diperbaiki,negative
saya masih melihat pengawasan program perlu ditingkatkan,negative
sejauh ini anak anak terlihat lebih semangat belajar,positive
setelah program berjalan anak anak terlihat lebih semangat belajar,positive
di daerah saya kebijakan ini cukup bermanfaat bagi keluarga nih,positive
buat saya langkah ini layak diapresiasi,positive
di daerah saya manfaat program mulai terasa semoga makin baik nih,positive
kalau dilihat anak anak terlihat lebih semangat belajar mantap sih,positive
jujur program ini membantu pemenuhan gizi siswa untuk masa depan anak,positive
sejauh yang saya tahu topik mbg sering dibahas di media di beberapa wilayah,neutral
yang saya lihat pelaksanaan program berjalan cukup baik mantap sih,positive
buat saya pelaksanaan program berjalan cukup baik untuk masa depan anak,positive
jujur pelaksanaan program berjalan cukup baik,positive
setelah program berjalan pelaksanaan program berjalan cukup baik untuk masa depan anak sih,positive
menurut saya kebijakan ini cukup bermanfaat bagi keluarga mantap sih,positive
di daerah saya manfaat program mulai terasa mantap sih,positive
kalau dilihat kebijakan ini cukup bermanfaat bagi keluarga,positive
saya lihat program mbg masih berjalan bertahap untuk saat ini,neutral
yang saya baca pelaksanaan program masih dievaluasi di beberapa wilayah,neutral
dari berita pelaksanaan mbg berbeda di tiap daerah untuk saat ini,neutral
yang saya baca masyarakat masih mengikuti perkembangan program di beberapa wilayah,neutral
setelah program berjalan kebijakan ini cukup bermanfaat bagi keluarga,positive
yang saya lihat anak anak terlihat lebih semangat belajar semoga berlanjut,positive
di daerah saya langkah ini layak diapresiasi,positive
setelah program berjalan program ini meringankan beban orang tua semoga berlanjut,positive
sejauh ini manfaat progam mulai terasa,positive
menurut saya pengawasan program perlu ditingkatkan semoga diperbaiki,negative
yang saya baca pelaksanaan program masih dievaluasi untuk saat ini,neutral
setahu saya program ini melibatkan sekolah dan pemerintah,neutral
setahu saya masyarakat masih mengikuti perkembangan program,neutral
saya lihat topik mbg sering dibahas di media secara umum,neutral
saya lihat pelaksanaan mbg berbeda di tiap daerah,neutral
sejauh ini manfaat program mulai terasa,positive
buat saya program ini meringankan beban orang tua semoga berlanjut,positive
jujur manfaat progam mulai terasa semoga makin baik,positive
menurut saya program ini meringankan beban orgtua nih,positive
jujur pelaksanaan program berjalan cukup baik semoga makin baik nih,positive
yang jadi masalah pelaksanaan mbg belum merata perlu evaluasi,negative
di daerah saya anak anak terlihat lebih semangat belajar sih,positive
